ID,FARE
136,550.06351419
137,78.545948402
138,93.6874195614
139,527.910579304
140,54.0755881365
141,494.469731761
142,51.130440948
143,45.1486619035
144,84.4429654039
145,32.145118931
146,23.8512617481
147,411.751188869
148,647.158118716
149,71.1387726163
150,386.305514499
151,51.0335523938
152,62.2280873303
153,660.071389731
154,245.734192934
155,40.2647072985
156,366.810030862
157,736.155486763
158,78.6637582308
159,300.546674255
160,994.880700642
161,98.5006519316
162,65.3028651753
163,33.2468416074
164,32.2570525184
165,708.381743984
166,237.597394623
167,769.331265409
168,36.4362729284
169,960.790804082
170,410.193578343
171,476.179268496
172,395.49384917
173,64.5850285513
174,29.2341069883
175,55.5472359592
176,48.4750608673
177,410.363242484
178,889.708790339
179,36.6796515539
180,12.4887910124
181,712.449656299
182,40.4146828487
183,64.3563650475
184,68.1020991848
185,55.2953943001
186,545.98820264
187,419.08623255
188,557.867172527
189,334.209907075
190,335.398603802
191,24.8459087947
192,521.983648064
193,98.4370905355
194,27.5511955433
195,832.87204469
196,28.927242631
197,43.1581308828
198,370.157742237
199,47.2564352121
200,68.1661902354
201,40.9916073474
202,86.2448485323
203,172.5564174
204,37.7283820665
205,29.4611778503
206,49.8152880368
207,53.8496926823
208,606.951195777
209,70.000383877
210,32.7641137099
211,1105.42683091
212,25.0198905332
213,47.6899693851
214,704.747415243
215,585.234459139
216,97.5299556414
217,248.881962894
218,928.625237664
219,53.021211158
220,552.622320096
221,35.6215155724
222,40.0194345868
223,598.280401402
224,35.3735649572
225,668.30924013
226,69.9822371132
227,46.9194776704
228,772.900978885
229,57.6225896495
230,92.7673044084
231,382.71662247
232,443.1706854
233,260.974566138
234,984.949977015
235,323.207905367
236,35.8214044769
237,56.0988623374
238,31.0550394504
239,41.6136747763
240,266.416083542
241,82.2484856837
242,436.360000832
243,37.0370826686
244,30.6677622069
245,76.8037414408
246,553.995544136
247,172.314978499
248,31.4350551884
249,70.164017428
250,308.12579575
251,45.9080794628
252,900.441374046
253,386.081126461
254,37.6277654808
255,399.160664395
256,24.8381450621
257,715.214612752
258,535.065858605
259,62.9172439589
260,15.021057982
261,251.520502522
262,55.1248080246
263,80.3101397551
264,33.5181790973
265,404.235574624
266,43.0224060093
267,58.3120935583
268,48.7802351273
269,259.682275221
270,724.287344074
271,47.0474225925
272,41.263110859
273,52.6231057316
274,36.9956597112
275,37.0304714088
276,1063.75777547
277,39.5502140156
278,49.5321886316
279,426.129705236
280,104.876907041
281,58.9554144749
282,1042.73040822
283,226.741418446
284,820.471917691
285,66.7232374485
286,50.7536778259
287,51.3320847488
288,297.16518423
289,405.758241887
290,54.1048157386
291,270.198745735
292,471.701276415
293,663.794073459
294,33.4941465284
295,759.100991997
296,162.613391686
297,89.5820348094
298,1156.57853604
299,1043.78115813
300,81.9302163921
301,446.600569752
302,43.8850767348
303,42.9640582784
304,412.174891887
305,42.0553849559
306,88.6370462468
307,26.3192136731
308,173.470440906
309,27.5959056516
310,68.3162756492
311,949.843992774
312,1285.02657805
313,285.739890752
314,568.773328068
315,553.278878321
316,182.597642048
317,469.168451503
318,31.9949290331
319,68.1873281017
320,89.5628280953
321,40.16940518
322,891.369777052
323,53.8583853328
324,508.287486844
325,42.7653538567
326,250.882328973
327,29.852246778
328,895.398026856
329,36.5081960615
330,33.4754484338
331,867.510488932
332,428.18187482
333,60.1321612151
334,43.6004348365
335,94.6125760453
336,56.2934647042
337,40.444320788
338,25.7172790265
339,323.429522257
340,245.056110428
341,639.428272193
342,56.8186211618
343,51.8824756929
344,70.6063169049
345,52.1216122021
346,401.802176775
347,68.7135333616
348,301.240241449
349,690.610889653
350,480.871190723
351,370.161276244
352,20.228443742
353,37.3789893064
354,31.0782197887
355,49.5912115773
356,59.1227516721
357,44.5439939085
358,41.1707203492
359,25.9015746352
360,956.298510223
361,479.311542345
362,36.4098182708
363,36.835982965
364,47.9177661451
365,85.761287801
366,36.5449415734
367,422.139165956
368,428.475555163
369,809.560488881
370,57.5543604084
371,342.300804051
372,416.644515155
373,46.9451180854
374,569.183183642
375,38.1002720796
376,900.737341695
377,187.806246553
378,48.647708244
379,46.0849945577
380,101.86620045
381,54.5624403836
382,54.3814085867
383,189.734035332
384,71.2921583278
385,29.0344425304
386,69.6257283889
387,257.511035299
388,66.4784242834
389,17.9663130456
390,54.7016150443
391,40.3045104372
392,32.360627345
393,27.7234331291
394,44.2787615946
395,407.478539362
396,141.076346131
397,51.5697564861
398,96.0675572204
399,80.185195241
400,377.876233005
401,319.244072438
402,539.625332627
403,1140.94898167
404,60.7978165766
405,68.2124041861
406,219.028366955
407,31.1933548626
408,47.1658662978
409,258.631159437
410,513.558651721
411,67.475313465
412,392.323948999
413,34.6992152086
414,27.6181764861
415,41.3208556111
416,38.8284944286
417,149.536432652
418,25.4739191674
419,42.0581079968
420,44.2382411996
421,358.598608762
422,32.8090364779
423,761.537046115
424,76.2574978897
425,17.8846679397
426,525.481296343
427,58.0172180927
428,39.4726542133
429,229.779916569
430,813.663356466
431,43.0026099435
432,954.390565019
433,112.933762003
434,37.059672797
435,487.802216702
436,701.767610187
437,56.7780226929
438,51.0021154754
439,28.8442262619
440,369.784348774
441,67.04350325
442,381.406510608
443,408.854420753
444,606.354986282
445,369.977360147
446,63.3227182369
447,64.2894888502
448,28.2357386549
449,487.618982544
450,46.7501464179
451,30.2552660075
452,459.908681129
453,25.1221415519
454,134.077355204
455,29.7656893825
456,33.8039092296
457,29.0048284424
458,153.46146548
459,38.8518439327
460,64.2915167879
461,52.3351166417
462,26.2956855801
463,487.029206682
464,380.53843879
465,423.520146284
466,122.545746515
467,81.6185766856
468,314.973111769
469,54.8095412705
470,45.4859804478
471,50.6603657742
472,328.121720178
473,34.2906917274
474,46.2279557472
475,480.723060092
476,44.0865340511
477,575.551045512
478,26.036212084
479,73.699019585
480,33.2244343546
481,486.935512201
482,70.4948559954
483,510.213955443
484,44.8357956456
485,54.0509560482
486,33.8622175007
487,51.1297262539
488,414.357442995
489,258.074573465
490,74.3919654223
491,55.7685525356
492,65.8748283547
493,27.8187816278
494,480.895765193
495,30.398332211
496,153.485838087
497,27.8106295993
498,23.3681760045
499,40.617935813
500,69.3354142664
501,461.323902151
502,477.786261779
503,65.2389765773
504,56.0963932557
505,79.1819865048
506,93.6203678649
507,607.264118977
508,33.9554649421
509,554.906597462
510,549.698619806
511,46.5009404337
512,291.938621382
513,302.888188017
514,28.8136608717
515,478.833036635
516,931.869935261
517,41.5839501271
518,280.315323198
519,47.7591283892
520,608.711502811
521,571.736755778
522,45.230562769
523,494.511060612
524,536.407959145
525,34.3496594573
526,42.3114239241
527,38.5706905573
528,236.969852308
529,54.6228806051
530,40.1612479242
531,69.4135824456
532,423.22044709
533,39.2230456636
534,367.373051477
535,62.491214805
536,48.1966686453
537,355.949882072
538,41.6744491391
539,48.5736835618
540,621.421779318
541,42.9901985904
542,110.228785925
543,59.6807029846
544,610.558131812
545,263.372090236
546,74.6751540275
547,31.6559978925
548,378.233909205
549,871.683880984
550,54.5608943018
551,30.1801675953
552,36.5915841351
553,36.8986138783
554,40.5597686491
555,452.939472452
556,25.5141879656
557,296.336553251
558,59.3114610499
559,52.7769242742
560,195.437835289
561,38.4503456259
562,30.351920034
563,46.5055408342
564,50.8737085133
565,41.563139617
566,83.0648886066
567,58.5167035097
568,31.3624686259
569,99.5800129539
570,61.0587614763
571,29.7652333445
572,48.0483402914
573,36.5247276752
574,93.2507777919
575,494.077156685
576,42.3875931062
577,41.6149023837
578,55.6129101064
579,41.7902747778
580,696.554696408
581,24.0887260154
582,59.9325840717
583,609.60204606
584,490.614453657
585,395.248616978
586,45.6326851944
587,859.033892365
588,403.248823172
589,34.7550232825
590,62.6891988626
591,797.886745294
592,46.8589760294
593,41.3447787118
594,25.1329741637
595,37.1083782148
596,708.513300987
597,52.5478457076
598,939.808978734
599,40.3363895125
600,401.417656722
601,463.285879283
602,22.7272520527
603,60.9184082082
604,952.833431937
605,92.2646817337
606,497.949376854
607,288.316933589
608,45.3121417243
609,19.31232249
610,64.7039155244
611,474.118080359
612,50.8633131469
613,30.3328938332
614,23.841507546
615,27.4277258648
616,85.3095176301
617,382.232089877
618,40.5919516586
619,258.81223615
620,286.358044337
621,33.8884533586
622,1051.88239111
623,531.914184394
624,28.4974567413
625,62.5475653722
626,569.850983205
627,178.926138277
628,510.199105852
629,549.614020812
630,35.1061362077
631,87.6736133969
632,370.064897912
633,39.4133213272
634,41.0747312403
635,656.538551306
636,51.342033172
637,921.239598599
638,77.5551746236
639,249.521567719
640,63.3079890402
641,21.0567457059
642,52.8342103701
643,100.355609914
644,105.080447446
645,402.293751214
646,49.225799949
647,52.5597131294
648,45.7054706732
649,82.3124419307
650,713.414657723
651,354.281246913
652,48.3011846202
653,46.147612435
654,290.410895488
655,42.5375593057
656,57.2002721415
657,37.3183908778
658,467.744232642
659,49.7344033388
660,949.131995622
661,609.164393473
662,23.7759762358
663,293.223145771
664,232.726575248
665,62.7610665208
666,46.3144387651
667,166.039794151
668,74.5051491721
669,97.9049128691
670,38.4618312266
671,434.023171806
672,789.625385244
673,30.2069669474
674,778.441781171
675,19.654277891
676,43.3375988223
677,279.825065078
678,812.767802169
679,31.4082934386
680,608.891197615
681,264.351964168
682,393.99007257
683,30.5499374061
684,646.978666028
685,215.413110098
686,333.673957587
687,682.624992862
688,36.7295194478
689,187.198432661
690,614.027470426
691,457.231531489
692,60.7026411208
693,41.3566569842
694,372.140949228
695,779.73878155
696,24.8465351988
697,63.4156723698
698,290.238031749
699,58.7219764178
700,52.7960771142
701,62.6879803702
702,513.45530936
703,557.356275517
704,50.2648755498
705,574.251250644
706,61.4902875629
707,45.4357778399
708,29.7315762347
709,77.6036265651
710,31.3348909113
711,384.561431073
712,30.6342870192
713,41.2267078546
714,32.5408929974
715,26.4825717587
716,54.4543339743
717,32.8791887703
718,65.423739107
719,49.1370238335
720,463.062130289
721,396.795825896
722,329.835181669
723,72.3273657369
724,291.111291032
725,90.2775679961
726,50.3063902624
727,55.6657454737
728,479.843808776
729,115.751152942
730,22.3859721053
731,266.250375295
732,770.160641565
733,33.5034897283
734,133.470509913
735,428.642044735
736,27.0451138039
737,63.0198189322
738,565.772201164
739,100.226173024
740,567.131785155
741,29.9719717078
742,565.21583981
743,49.7490814149
744,34.2268070922
745,36.1185082402
746,618.991983216
747,21.2138140237
748,400.575494964
749,23.3050421209
750,23.0653513746
751,62.7044881012
752,133.556220435
753,97.4813503568
754,817.527710698
755,667.636720248
756,41.3160065463
757,67.4235897057
758,40.1953601428
759,41.4987552707
760,373.74917711
761,661.614086976
762,655.544096875
763,29.2610971004
764,53.8777507878
765,686.983752061
766,73.0471969082
767,33.639561699
768,688.028335633
769,48.0010359432
770,498.975370823
771,104.434371414
772,326.404188575
773,607.131093755
774,35.256326312
775,241.958087794
776,40.8581334852
777,62.8988629009
778,69.1840000776
779,26.1756592059
780,84.4735924991
781,375.57643008
782,35.6173615276
783,30.9714700373
784,235.685458479
785,218.242140157
786,33.0100869216
787,92.8689253543
788,62.1456903655
789,42.9420257422
790,607.646121111
791,67.3601156186
792,283.670705544
793,34.379961046
794,31.3121618302
795,17.0835224206
796,219.951134842
797,74.4579250619
798,32.9438977397
799,299.969736309
800,50.5842103081
801,344.71817312
802,284.097744569
803,21.7575699313
804,824.163774276
805,52.1905376736
806,36.3135492613
807,61.8947968901
808,41.2483863018
809,94.4072160866
810,34.2581117966
811,479.792414945
812,605.000059814
813,40.1080324833
814,1239.58276602
815,491.777391105
816,20.8340782333
817,765.33846561
818,631.98368801
819,198.74743747
820,286.13004094
821,788.345945101
822,94.1930261129
823,560.09627671
824,81.6550309751
825,344.038309572
826,32.4728651726
827,68.0248518168
828,80.3031829525
829,38.5527131109
830,47.8380326119
831,44.7214285825
832,40.6788496273
833,361.100375328
834,61.9695641763
835,626.290296886
836,66.5417501835
837,1107.51137238
838,62.9797603285
839,42.9037855717
840,272.66968249
841,30.8277249541
842,66.9389234137
843,341.774431823
844,303.761458304
845,904.11533255
846,28.4935272905
847,62.5839025553
848,38.2107782774
849,81.5675642366
850,426.419642146
851,54.0891165354
852,753.590990894
853,56.163427088
854,630.165343646
855,79.0760950307
856,83.0007699209
857,316.454745813
858,72.3785630073
859,213.93218141
860,165.297487166
861,290.608747212
862,551.71494836
863,417.212767343
864,48.7559172644
865,29.4433659144
866,33.2917490044
867,88.8504387606
868,350.146086743
869,27.6554259398
870,506.853212546
871,47.5484349102
872,32.0239091586
873,265.140313189
874,340.064676784
875,58.7272679114
876,21.2876811372
877,46.5686999349
878,529.316705731
879,48.058154316
880,62.3740404933
881,30.4248762033
882,44.3862769869
883,42.1891467337
884,217.750660897
885,379.606061358
886,28.4806487229
887,41.9614399161
888,229.765332389
889,63.3646217835
890,49.116443459
891,467.954826388
892,566.700437852
893,49.5930648209
894,54.3947114223
895,46.0176266715
896,606.841375465
897,50.263047305
898,48.8785267143
899,943.347779479
900,37.9631415857
901,429.969024516
902,124.545906763
903,57.2559957256
904,22.5626621399
905,34.1914149525
906,49.4497087924
907,75.6360928103
908,766.038138477
909,51.8057579479
910,501.457471687
911,389.712510041
912,29.9508309249
913,348.454850825
914,311.866090855
915,28.5823394076
916,47.7809157818
917,633.645338382
918,101.871129018
919,83.8822078951
920,88.8884274896
921,896.175950902
922,492.400962293
923,48.8895522161
924,48.0689137937
925,47.3601936232
926,499.617061365
927,60.2610787153
928,32.4072073408
929,173.294772571
930,162.288581766
931,1010.56527805
932,411.742822031
933,18.444814354
934,28.5192445586
935,27.1789820013
936,678.944519564
937,29.4700822008
938,24.5490968158
939,57.9696469822
940,226.939656853
941,37.4429395015
942,838.317866195
943,881.066296624
944,53.0467137144
945,28.1856430808
946,580.306096703
947,880.530007455
948,50.9769137239
949,225.095171361
950,233.371587918
951,439.742966665
952,1255.52255005
953,148.056413735
954,91.4736353901
955,33.170170701
956,77.2131431434
957,57.9509630587
958,37.3572250915
959,766.047346872
960,660.752449035
961,279.126609356
962,43.3515611708
963,484.211376537
964,24.0215763732
965,34.1190570095
966,604.353381649
967,59.6437031707
968,40.236044494
969,39.635048096
970,1142.41381133
971,258.285676407
972,39.2588368311
973,47.8512242306
974,58.9799177345
975,554.343489597
976,274.975390265
977,10.2513039166
978,406.724686577
979,1041.19232383
980,34.4122746527
981,24.3224723989
982,72.323167028
983,55.4472633552
984,386.245819177
985,36.7083588851
986,42.4921572883
987,61.0551450406
988,18.8701477959
989,44.5624959467
990,32.46998256
991,872.316132872
992,33.359163686
993,83.1567922274
994,38.3611529926
995,41.0958392213
996,95.8711888856
997,98.333798899
998,101.482277375
999,45.1509936449
1000,90.1241910472
1001,390.402114603
1002,24.6933233282
1003,32.3026562601
1004,436.696128487
1005,781.977937548
1006,635.863843251
1007,410.522324983
1008,31.932479906
1009,257.872194525
1010,29.1679891641
1011,39.6979262257
1012,82.1322253957
1013,295.402005669
1014,91.3706350357
1015,620.837402103
1016,52.5231636541
1017,919.179179621
1018,965.683102776
1019,44.3575760239
1020,42.6284634016
1021,75.4441737156
1022,234.143424259
1023,872.562133737
1024,53.3643751593
1025,51.4205589383
1026,86.5781318085
1027,310.074804817
1028,66.2100637814
1029,45.1233806785
1030,233.954428152
1031,48.646313983
1032,792.319015603
1033,95.8415752172
1034,74.7611261365
1035,605.971673159
1036,230.165980131
1037,53.7011497721
1038,55.5964815948
1039,37.5979121596
1040,19.9427373663
1041,459.0302248
1042,32.8447027807
1043,42.7410111716
1044,42.1880941465
1045,36.306671748
1046,75.419553846
1047,267.496086154
1048,363.620890536
1049,783.018239507
1050,280.500607942
1051,26.6013257568
1052,655.866787876
1053,207.004438473
1054,56.3146335989
1055,180.831671815
1056,57.2224423502
1057,254.156272849
1058,780.667999262
1059,66.5419737059
1060,419.499674948
1061,59.9750979533
1062,30.2354478188
1063,131.833667792
1064,257.773904514
1065,876.258279105
1066,40.7441036845
1067,227.459573268
1068,378.61621627
1069,403.673253125
1070,45.658946137
1071,29.9265820133
1072,28.8896538576
1073,864.311955546
1074,21.8777904658
1075,383.681405044
1076,43.4736100813
1077,54.6121278576
1078,47.0462163715
1079,432.472803054
1080,534.071300986
1081,284.335848483
1082,24.0594471575
1083,180.073191769
1084,284.375034179
1085,57.1807495135
1086,90.5702092238
1087,335.402725526
1088,55.0104432764
1089,75.7343176305
1090,33.3924810804
1091,452.788312384
1092,565.165255188
1093,27.8202506571
1094,84.3289825307
1095,48.2978837574
1096,47.0274813244
1097,362.39563911
1098,14.2139324161
1099,463.351589142
1100,40.8895947946
1101,294.849726777
1102,38.2051383066
1103,68.438387536
1104,1037.6987207
1105,322.066208187
1106,967.981219859
1107,331.396961435
1108,21.9750214921
1109,32.5427573204
1110,79.7553606182
1111,33.2033640692
1112,109.472168693
1113,35.7662001134
1114,47.930370971
1115,31.2953311444
1116,68.3637302918
1117,385.442758322
1118,59.5979060157
1119,34.4234354829
1120,49.1892193756
1121,41.3295057113
1122,699.729616434
1123,779.459027372
1124,923.727499424
1125,655.762176479
1126,192.803055145
1127,33.1449044122
1128,507.319772849
1129,496.6905398
1130,407.380876819
1131,217.980838888
1132,43.5490281476
1133,55.2004250689
1134,28.6886699659
1135,59.9991551105
1136,54.7547032019
1137,365.566164575
1138,251.545820006
1139,43.8952758571
1140,824.18475711
1141,34.2665054614
1142,40.6923481444
1143,31.2656698989
1144,74.8516112512
1145,212.133972004
1146,446.260740178
1147,32.9613675266
1148,29.7245151672
1149,874.831514986
1150,55.0688821607
1151,52.1945255782
1152,294.968059634
1153,41.8260064082
1154,35.2958844733
1155,47.1158155948
1156,326.281484639
1157,225.762177864
1158,54.726268945
1159,61.2843165007
1160,85.1270854047
1161,367.912053285
1162,26.0820793009
1163,76.2559902789
1164,661.064920623
1165,43.4807644848
1166,39.5105845359
1167,437.140722775
1168,550.655089897
1169,39.3667192793
1170,47.8952303473
1171,31.5069813935
1172,810.411872698
1173,343.82664999
1174,32.6434518197
1175,621.975894845
1176,31.1173226929
1177,955.228402583
1178,288.099075397
1179,173.95679481
1180,49.7363223024
1181,59.4740198956
1182,86.0699846123
1183,96.2468551894
1184,435.26334183
1185,301.281036325
1186,310.473044461
1187,28.6564206814
1188,492.530664683
1189,20.6587081292
1190,79.5506955905
1191,32.2222707929
1192,476.759085448
1193,58.8124605813
1194,40.4043767923
1195,319.765416402
1196,25.6390047047
1197,287.517509309
1198,38.0288098246
1199,271.863162573
1200,43.7498776561
1201,597.202782243
1202,852.082051608
1203,82.3510593267
1204,882.317981746
1205,724.891646406
1206,295.236965734
1207,28.5908461767
1208,40.9393473454
1209,806.685755792
1210,55.1434656892
1211,37.8888488578
1212,566.54285069
1213,40.4827616331
1214,80.2453793037
1215,30.4704830408
1216,104.260895876
1217,1082.02084611
1218,99.9866013553
1219,25.4903277069
1220,337.825226153
1221,32.9224831892
1222,49.3694921787
1223,43.2721872744
1224,135.308987793
1225,326.263021311
1226,28.1344788488
1227,88.0448407228
1228,347.79182327
1229,95.0427415173
1230,701.004291366
1231,968.899416971
1232,40.5069169567
1233,29.2775859793
1234,461.970946843
1235,24.985912058
1236,53.4428443247
1237,79.3122266826
1238,974.437839458
1239,34.8848905691
1240,644.258968576
1241,209.605471911
1242,277.087479054
1243,339.620577058
1244,1204.28107251
1245,59.3224267812
1246,33.5009971574
1247,33.2847651427
1248,418.917049954
1249,28.6488195105
1250,39.6910581156
1251,56.9079078752
1252,335.360511697
1253,87.2478329918
1254,73.8829590074
1255,571.188799522
1256,87.7364968164
1257,766.152968486
1258,439.745803332
1259,303.979905254
1260,85.7790558706
1261,689.462521078
1262,257.44096019
1263,155.57399167
1264,263.929757861
1265,526.721253981
1266,546.571513731
1267,972.497164839
1268,40.5604084017
1269,51.5372159721
1270,42.6235189319
1271,50.4267821701
1272,56.0783203753
1273,40.0750173126
1274,70.1813475931
1275,65.7895216917
1276,51.0682418755
1277,326.542087054
1278,46.9518517701
1279,55.0847067727
1280,42.054304492
1281,134.598023237
1282,431.241653706
1283,34.028069179
1284,23.6406639772
1285,32.5179904745
1286,68.7531418413
1287,761.457898597
1288,11.2803166965
1289,307.433463188
1290,423.203389617
1291,340.404211975
1292,41.5228501917
1293,45.1441491581
1294,53.6152396226
1295,31.7590739691
1296,291.080486711
1297,436.060013564
1298,629.236077632
1299,214.837007475
1300,501.827606482
1301,54.7616039895
1302,277.409160669
1303,606.426125298
1304,106.260259775
1305,59.8255831939
1306,415.597718218
1307,671.559199954
1308,85.7280100045
1309,79.8727946452
1310,20.7575696158
1311,52.6825131909
1312,1270.89080034
1313,40.9929360806
1314,33.9323967252
1315,30.76406167
1316,37.1954317773
1317,41.8167139441
1318,617.001786059
1319,752.688478833
1320,65.229248848
1321,61.2199102753
1322,98.6607047658
1323,402.624713169
1324,69.7747575015
1325,71.3349736751
1326,396.427359472
1327,48.8886101068
1328,85.4371882188
1329,307.282754283
1330,702.852425937
1331,196.147112623
1332,28.2791086299
1333,59.1630490589
1334,577.620407283
1335,541.404745942
1336,66.5896763986
1337,39.4940303723
1338,891.837359893
1339,338.919252814
1340,483.59197646
1341,478.711132179
1342,51.5427921366
1343,53.4569514714
1344,465.417741332
1345,125.239375325
1346,533.882751024
1347,76.5896114537
1348,42.3735114276
1349,47.9308672356
1350,54.4501240658
1351,253.649882922
1352,29.6099920598
1353,34.7800832058
1354,514.733352638
1355,638.892190147
1356,13.153202058
1357,43.23644323
1358,432.173868248
1359,52.0422403497
1360,346.572905989
1361,86.2672039008
1362,769.000735225
1363,477.95826789
1364,41.7727136174
1365,609.566967984
1366,29.4947286643
1367,389.631330712
1368,314.300941506
1369,86.5441213754
1370,439.471478165
1371,43.9971536872
1372,52.3774516193
1373,47.008002299
1374,28.9686982757
1375,42.9700419151
1376,828.839716311
1377,39.3903885001
1378,66.5325303667
1379,33.4156477409
1380,655.407641176
1381,34.7260066463
1382,494.013438756
1383,39.9839678303
1384,33.5745169379
1385,33.4875163483
1386,38.8327280846
1387,58.3220236717
1388,96.4785479886
1389,100.056492142
1390,73.8058017037
1391,204.822071627
1392,49.3390171083
1393,43.7777165553
1394,183.341433459
1395,38.9059895276
1396,881.567020574
1397,48.614581038
1398,389.716188523
1399,20.6179860008
1400,32.1431782291
1401,921.248535891
1402,38.7849078718
1403,259.207352244
1404,50.5249895869
1405,58.896420247
1406,29.2636448669
1407,60.5073700019
1408,993.982264987
1409,710.216747571
1410,474.778049852
1411,60.1851646812
1412,19.3148657281
1413,201.054326549
1414,30.1320718418
1415,30.0059716841
1416,77.9053845082
1417,61.0709052279
1418,48.9365325331
1419,107.625632804
1420,574.357194742
1421,318.104302122
1422,39.9236470058
1423,195.057695206
1424,87.3263738714
1425,48.6926678398
1426,73.9085909483
1427,546.177147504
1428,410.529124851
1429,39.3598909544
1430,30.0280864874
1431,74.1632889477
1432,386.605844676
1433,94.0131481475
1434,29.1957183585
1435,429.967760299
1436,201.390754121
1437,29.2400670291
1438,730.051458423
1439,38.0988416186
1440,49.488206655
1441,731.225799269
1442,33.87084905
1443,53.4842795016
1444,86.4532167887
1445,194.462179568
1446,23.9322789349
1447,467.132014112
1448,81.2177322957
1449,304.820459327
1450,441.790356803
1451,66.6643517251
1452,629.398860173
1453,383.720048008
1454,52.4596602275
1455,890.64386836
1456,29.3965093004
1457,751.948000839
1458,294.509806366
1459,47.9339012582
1460,29.7258473564
1461,275.01241174
1462,105.305745082
1463,932.472204157
1464,492.155469259
1465,479.442192382
1466,38.7448691749
1467,48.0689945634
1468,71.8533817809
1469,32.1677486418
1470,71.2224819516
1471,53.7544280533
1472,49.1049966615
1473,14.9050733285
1474,245.1419841
1475,58.9202743019
1476,494.809422563
1477,29.082779874
1478,52.0218501741
1479,464.524869693
1480,1136.55523913
1481,575.312897926
1482,52.831916687
1483,82.9801714703
1484,444.967465399
1485,76.3484600252
1486,1295.86174327
1487,218.979906841
1488,427.334283622
1489,629.723993126
1490,31.6469506994
1491,24.817421201
1492,31.3871315378
1493,24.1753417118
1494,394.539837097
1495,63.2165908192
1496,45.2119097874
1497,24.3579269388
1498,66.075859739
1499,602.730059508
1500,205.154189093
1501,38.1649001203
1502,343.328032539
1503,202.338463896
1504,313.110104879
1505,40.9549860695
1506,594.262057864
1507,35.9694768234
1508,683.141291385
1509,57.0192435355
1510,1171.97825344
1511,63.0194624228
1512,75.5276649621
1513,91.2352849464
1514,58.8373758826
1515,639.220741839
1516,683.375083887
1517,43.0611993579
1518,436.89081722
1519,521.459878875
1520,51.2482185418
1521,36.8737465559
1522,428.959370972
1523,754.876588782
1524,29.8992235818
1525,72.9330548315
1526,88.7434964891
1527,36.6491665629
1528,51.6656288594
1529,41.5703515757
1530,550.593616164
1531,76.5313755558
1532,1056.15070412
1533,45.0801359996
1534,99.0030321529
1535,333.298090633
1536,282.385011123
1537,314.697136465
1538,93.6801762246
1539,394.592825866
1540,29.8764390067
1541,425.24990335
1542,60.6925279897
1543,67.8718184281
1544,35.037923279
1545,32.4668117577
1546,95.7278447339
1547,368.270845906
1548,90.6360285353
1549,64.0177814062
1550,52.0544636344
1551,80.118527148
1552,31.0875793089
1553,24.2667827662
1554,402.680299407
1555,29.3231297651
1556,1024.36205791
1557,744.042955854
1558,49.1526369741
1559,52.3285869495
1560,237.901041075
1561,163.400784684
1562,69.6672504743
1563,65.816515198
1564,27.9405326046
1565,37.7389864287
1566,79.1818541099
1567,-9.63990200997
1568,28.4379093914
1569,200.220377819
1570,36.8490834218
1571,28.4049150649
